MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
13140,"Beaumont-Port Arthur, TX",48,Texas,04301,Jefferson County (North Central)--Beaumont City PUMA,"403,190","116,114","116,114",28.80,100.00
13140,"Beaumont-Port Arthur, TX",48,Texas,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,"403,190","136,159","136,159",33.77,100.00
13220,"Beckley, WV",54,West Virginia,01200,"Raleigh, Mercer & Fayette Counties PUMA","124,898","187,162","124,898",100.00,66.73
13380,"Bellingham, WA",53,Washington,10100,Whatcom County--Bellingham City PUMA,"201,140","201,140","201,140",100.00,100.00
13460,"Bend-Redmond, OR",41,Oregon,00400,Deschutes County PUMA,"157,733","157,733","157,733",100.00,100.00
13740,"Billings, MT",30,Montana,00500,South Central Montana--Bozeman City PUMA,"158,934","127,995","10,078",6.34,7.87
13740,"Billings, MT",30,Montana,00600,East Montana (Outside Billings City) PUMA,"158,934","141,259","45,383",28.55,32.13
13740,"Billings, MT",30,Montana,00700,Billings City PUMA,"158,934","103,473","103,473",65.10,100.00
13780,"Binghamton, NY",36,New York,02201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,"251,725","127,478","127,478",50.64,100.00
13780,"Binghamton, NY",36,New York,02202,Broome (Outer West) & Tioga Counties PUMA,"251,725","110,334","110,334",43.83,100.00
13780,"Binghamton, NY",36,New York,02203,"Chenango, Delaware & Broome (East) Counties PUMA","251,725","112,370","13,913",5.53,12.38
13820,"Birmingham-Hoover, AL",01,Alabama,00800,St. Clair & Blount Counties PUMA,"1,128,047","140,915","140,915",12.49,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01200,Shelby County PUMA,"1,128,047","195,085","195,085",17.29,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01301,Birmingham City (West) PUMA,"1,128,047","100,833","100,833",8.94,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01302,Birmingham City (East) PUMA,"1,128,047","102,098","102,098",9.05,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA","1,128,047","170,145","170,145",15.08,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA","1,128,047","174,673","174,673",15.48,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA","1,128,047","110,717","110,717",9.81,100.00
13820,"Birmingham-Hoover, AL",01,Alabama,01400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA","1,128,047","121,750","67,023",5.94,55.05
13820,"Birmingham-Hoover, AL",01,Alabama,01700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA","1,128,047","136,921","22,915",2.03,16.74
13820,"Birmingham-Hoover, AL",01,Alabama,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA","1,128,047","131,013","43,643",3.87,33.31
13900,"Bismarck, ND",38,North Dakota,00100,West North Dakota--Minot City PUMA,"114,778","174,685","5,999",5.23,3.43
13900,"Bismarck, ND",38,North Dakota,00300,South Central North Dakota--Bismarck City PUMA,"114,778","119,563","108,779",94.77,90.98
13980,"Blacksburg-Christiansburg-Radford, VA",51,Virginia,51040,New River Valley Planning District Commission PUMA,"178,237","178,237","178,237",100.00,100.00
14010,"Bloomington, IL",17,Illinois,01602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA","186,133","148,309","16,561",8.90,11.17
14010,"Bloomington, IL",17,Illinois,02000,McLean County PUMA,"186,133","169,572","169,572",91.10,100.00
14020,"Bloomington, IN",18,Indiana,02700,"Greene, Daviess, Owen, Orange & Martin Counties PUMA","159,549","162,696","21,575",13.52,13.26
14020,"Bloomington, IN",18,Indiana,02800,Monroe County--Bloomington City PUMA,"159,549","137,974","137,974",86.48,100.00
14100,"Bloomsburg-Berwick, PA",42,Pennsylvania,00803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA,"85,562","132,023","67,295",78.65,50.97
14100,"Bloomsburg-Berwick, PA",42,Pennsylvania,01000,Northumberland & Montour Counties PUMA,"85,562","112,795","18,267",21.35,16.19
14260,"Boise City, ID",16,Idaho,00300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,"616,561","105,157","7,028",1.14,6.68
14260,"Boise City, ID",16,Idaho,00400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA","616,561","105,900","73,079",11.85,69.01
14260,"Boise City, ID",16,Idaho,00500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA,"616,561","110,936","110,936",17.99,100.00
14260,"Boise City, ID",16,Idaho,00600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA,"616,561","112,509","112,509",18.25,100.00
14260,"Boise City, ID",16,Idaho,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,"616,561","105,357","105,357",17.09,100.00
14260,"Boise City, ID",16,Idaho,00702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA,"616,561","100,664","100,664",16.33,100.00
14260,"Boise City, ID",16,Idaho,00800,Ada County (South)--Boise (South) & Kuna Cities PUMA,"616,561","106,988","106,988",17.35,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA","4,552,402","107,614","37,284",0.82,34.65
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00501,Middlesex County (Outside Lowell City) PUMA,"4,552,402","111,178","111,178",2.44,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00502,Middlesex County (Far Northeast)--Lowell City PUMA,"4,552,402","106,519","106,519",2.34,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA","4,552,402","136,206","136,206",2.99,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA","4,552,402","139,823","139,823",3.07,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA","4,552,402","120,862","120,862",2.65,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00506,Middlesex County (East)--Cambridge City PUMA,"4,552,402","105,162","105,162",2.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,"4,552,402","117,421","117,421",2.58,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00508,Middlesex County (East)--Malden & Medford Cities PUMA,"4,552,402","115,623","115,623",2.54,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA","4,552,402","184,511","184,511",4.05,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00702,Essex County (Central)--Amesbury Town City PUMA,"4,552,402","105,526","105,526",2.32,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA","4,552,402","196,427","196,427",4.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,00704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA","4,552,402","107,526","107,526",2.36,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA","4,552,402","128,979","128,979",2.83,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA","4,552,402","124,730","124,730",2.74,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,01400,Middlesex (West Central) & Worcester (East) Counties PUMA,"4,552,402","116,679","111,782",2.46,95.80
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA","4,552,402","115,498","77,732",1.71,67.30
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA","4,552,402","138,100","138,100",3.03,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03301,"Boston City--Allston, Brighton & Fenway PUMA","4,552,402","117,638","117,638",2.58,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA","4,552,402","142,236","142,236",3.12,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03303,Boston City--Dorchester & South Boston PUMA,"4,552,402","109,690","109,690",2.41,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03304,Boston City--Mattapan & Roxbury PUMA,"4,552,402","125,342","125,342",2.75,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA","4,552,402","122,162","122,162",2.68,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA","4,552,402","104,955","104,955",2.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA,"4,552,402","143,878","143,878",3.16,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA,"4,552,402","105,449","105,449",2.32,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,"4,552,402","128,696","128,696",2.83,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA","4,552,402","117,795","117,795",2.59,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA,"4,552,402","119,274","119,274",2.62,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA","4,552,402","129,479","129,479",2.84,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA","4,552,402","125,128","125,128",2.75,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA","4,552,402","121,764","8,264",0.18,6.79
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA,"4,552,402","106,743","38,006",0.83,35.61
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,"4,552,402","118,348","95,236",2.09,80.47
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04902,Plymouth County (Central) PUMA,"4,552,402","107,996","107,996",2.37,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA","4,552,402","127,421","127,421",2.80,100.00
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,00300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA","4,552,402","148,575","142,785",3.14,96.10
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,00700,Outer Manchester City PUMA,"4,552,402","151,697","85,286",1.87,56.22
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,"4,552,402","190,295","190,295",4.18,100.00
14500,"Boulder, CO",08,Colorado,00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA","294,567","101,056","21,345",7.25,21.12
14500,"Boulder, CO",08,Colorado,00802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA,"294,567","154,539","108,744",36.92,70.37
14500,"Boulder, CO",08,Colorado,00803,Boulder County (Central)--Boulder City PUMA,"294,567","113,853","113,853",38.65,100.00
14500,"Boulder, CO",08,Colorado,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA","294,567","140,132","50,625",17.19,36.13
14540,"Bowling Green, KY",21,Kentucky,00400,Barren River Area Development District (Outer) PUMA,"158,599","170,403","44,807",28.25,26.29
14540,"Bowling Green, KY",21,Kentucky,00500,Barren River Area Development District (Central)--Warren County PUMA,"158,599","113,792","113,792",71.75,100.00
14740,"Bremerton-Silverdale, WA",53,Washington,11801,Kitsap County (North)--Bainbridge Island City & Silverdale PUMA,"251,133","123,226","123,226",49.07,100.00
14740,"Bremerton-Silverdale, WA",53,Washington,11802,Kitsap County (South)--Bremerton & Port Orchard Cities PUMA,"251,133","127,907","127,907",50.93,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA","916,829","167,187","167,187",18.24,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA","916,829","114,873","114,873",12.53,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00102,Stamford & Greenwich Towns PUMA,"916,829","183,814","183,814",20.05,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00103,"Norwalk, Westport & Darien Towns PUMA","916,829","132,726","132,726",14.48,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00104,Bridgeport Town PUMA,"916,829","144,229","144,229",15.73,100.00
14860,"Bridgeport-Stamford-Norwalk, CT",09,Connecticut,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA","916,829","174,000","174,000",18.98,100.00
15180,"Brownsville-Harlingen, TX",48,Texas,06701,Cameron County (East)--Brownsville City (North) PUMA,"406,220","116,495","116,495",28.68,100.00
15180,"Brownsville-Harlingen, TX",48,Texas,06702,Cameron County (West)--Harlingen & San Benito Cities PUMA,"406,220","144,780","144,780",35.64,100.00
15180,"Brownsville-Harlingen, TX",48,Texas,06703,Cameron County (South)--Brownsville City (Central) PUMA,"406,220","144,945","144,945",35.68,100.00
15260,"Brunswick, GA",13,Georgia,00100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,"112,370","144,472","93,959",83.62,65.04
15260,"Brunswick, GA",13,Georgia,00500,Southern Georgia Regional Commission (East & Central) PUMA,"112,370","168,389","18,411",16.38,10.93
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,"1,135,509","108,256","108,256",9.53,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01102,Niagara County (North & East) PUMA,"1,135,509","108,213","108,213",9.53,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01201,Erie County (Northwest) PUMA,"1,135,509","109,071","109,071",9.61,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01202,Erie County (North Central) PUMA,"1,135,509","122,366","122,366",10.78,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01203,Erie County (Northeast) PUMA,"1,135,509","108,414","108,414",9.55,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01204,Erie County (Central) PUMA,"1,135,509","151,078","151,078",13.30,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01205,Erie County (West Central)--Buffalo City (East) PUMA,"1,135,509","145,598","145,598",12.82,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01206,Erie County (West Central)--Buffalo City (West) PUMA,"1,135,509","115,712","115,712",10.19,100.00
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",36,New York,01207,Erie County (South) PUMA,"1,135,509","166,801","166,801",14.69,100.00
15500,"Burlington, NC",37,North Carolina,01600,Alamance County--Burlington City PUMA,"151,131","151,131","151,131",100.00,100.00
15540,"Burlington-South Burlington, VT",50,Vermont,00100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA","211,261","211,261","211,261",100.00,100.00
15680,"California-Lexington Park, MD",24,Maryland,01500,St. Mary's & Calvert Counties PUMA,"105,151","193,888","105,151",100.00,54.23
15940,"Canton-Massillon, OH",39,Ohio,03100,Stark County (West)--Massillon City PUMA,"404,422","139,197","139,197",34.42,100.00
15940,"Canton-Massillon, OH",39,Ohio,03200,Stark County (Central)--Canton & North Canton Cities PUMA,"404,422","137,557","137,557",34.01,100.00
15940,"Canton-Massillon, OH",39,Ohio,03300,Stark County (East) & Carroll County--Alliance City PUMA,"404,422","127,668","127,668",31.57,100.00
15980,"Cape Coral-Fort Myers, FL",12,Florida,07101,Lee County (South & West)--Barrier Islands Region PUMA,"618,754","120,296","120,296",19.44,100.00
15980,"Cape Coral-Fort Myers, FL",12,Florida,07102,Lee County (Northwest)--Cape Coral City PUMA,"618,754","158,207","158,207",25.57,100.00
15980,"Cape Coral-Fort Myers, FL",12,Florida,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA,"618,754","136,315","136,315",22.03,100.00
15980,"Cape Coral-Fort Myers, FL",12,Florida,07104,Lee County (Central)--Greater Fort Myers City PUMA,"618,754","100,944","100,944",16.31,100.00
15980,"Cape Coral-Fort Myers, FL",12,Florida,07105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,"618,754","102,992","102,992",16.65,100.00
16020,"Cape Girardeau, MO-IL",17,Illinois,00800,South & Southeast Illinois PUMA,"96,275","141,300","8,238",8.56,5.83
16020,"Cape Girardeau, MO-IL",29,Missouri,02200,"Cape Girardeau, Scott & Bollinger Counties PUMA","96,275","127,228","88,037",91.44,69.20
16060,"Carbondale-Marion, IL",17,Illinois,00900,"Jackson, Williamson, Franklin & Perry Counties PUMA","126,575","188,486","126,575",100.00,67.15
